,0,1,2,3,4
1429,14.05.2014,"1 449,6700","21,8200","1 618,1500","904,9600"
1430,13.05.2014,"1 463,3900","21,7900","1 619,8900","908,9900"
1431,09.05.2014,"1 454,4400","22,1200","1 618,6100","904,4800"
1432,08.05.2014,"1 496,1900","22,4100","1 657,1100","931,2700"
1433,07.05.2014,"1 499,9800","21,9800","1 659,8900","933,1200"
1434,06.05.2014,"1 476,2800","22,0900","1 641,9100","940,2100"
1435,01.05.2014,"1 483,8800","22,2000","1 632,0300","922,2500"
1436,30.04.2014,"1 480,2800","22,5000","1 622,8800","914,7400"
1437,29.04.2014,"1 507,9900","22,7700","1 653,9300","938,1500"
1438,26.04.2014,"1 495,0400","22,0200","1 631,0600","928,7300"
1439,25.04.2014,"1 472,4800","22,3300","1 606,1300","900,5800"
1440,24.04.2014,"1 471,6300","22,3700","1 609,7900","898,9100"
1441,23.04.2014,"1 480,6100","22,5100","1 617,4000","899,3200"
1442,22.04.2014,"1 489,6600","22,5000","1 647,9200","918,5700"
1443,19.04.2014,"1 484,2400","22,4200","1 641,9200","915,2200"
1444,18.04.2014,"1 500,8100","22,6400","1 657,6200","920,6400"
1445,17.04.2014,"1 506,8900","22,9300","1 669,3000","925,7100"
1446,16.04.2014,"1 516,4300","22,8200","1 675,4100","920,3800"
1447,15.04.2014,"1 532,5400","23,2500","1 693,9500","937,2300"
1448,12.04.2014,"1 508,6900","23,1800","1 667,6100","902,5200"
1449,11.04.2014,"1 510,7600","22,7400","1 656,5200","896,2800"
1450,10.04.2014,"1 505,3800","23,1600","1 653,9400","891,9100"
1451,09.04.2014,"1 502,6000","22,6400","1 642,3200","885,7300"
1452,08.04.2014,"1 481,2700","22,7300","1 635,2200","892,8700"
1453,05.04.2014,"1 476,3800","22,6300","1 643,5900","899,4100"
1454,04.04.2014,"1 469,8400","22,6300","1 643,1200","894,0700"
1455,03.04.2014,"1 455,2400","22,4400","1 619,5800","882,8900"
1456,02.04.2014,"1 448,6600","22,4900","1 603,4900","868,1800"
1457,01.04.2014,"1 481,2900","22,5600","1 627,8100","889,4600"
1458,29.03.2014,"1 486,7000","22,5800","1 610,9000","877,7400"
1459,28.03.2014,"1 481,4200","22,9100","1 608,4000","873,9800"
1460,27.03.2014,"1 498,1700","22,7900","1 620,1200","893,5400"
1461,26.03.2014,"1 518,8300","23,3400","1 655,4400","909,7400"
1462,25.03.2014,"1 537,1900","23,8900","1 666,2500","925,5700"
1463,22.03.2014,"1 566,5200","23,6100","1 681,8000","908,2000"
1464,21.03.2014,"1 540,5200","24,0900","1 669,3800","878,2200"
1465,20.03.2014,"1 566,8500","24,3800","1 697,2300","894,0100"
1466,19.03.2014,"1 596,6500","24,8700","1 707,3900","899,9800"
1467,18.03.2014,"1 624,9300","25,1700","1 738,0500","913,2100"
1468,15.03.2014,"1 613,8200","25,0200","1 736,3300","914,1100"
1469,14.03.2014,"1 606,9600","24,5800","1 728,8600","908,3800"
1470,13.03.2014,"1 590,3900","24,9300","1 710,9200","896,2200"
1471,12.03.2014,"1 577,6100","24,5700","1 733,2700","909,9400"
1472,08.03.2014,"1 571,8500","24,6100","1 726,6100","904,6900"
1473,07.03.2014,"1 549,6600","24,7600","1 713,1400","898,9600"
1474,06.03.2014,"1 547,0700","24,5400","1 698,4700","891,0000"
1475,05.03.2014,"1 564,1900","25,0600","1 693,2200","872,3000"
1476,04.03.2014,"1 572,2200","24,8800","1 698,2500","874,8500"
1477,01.03.2014,"1 544,6600","24,8700","1 679,9000","862,0500"
1478,28.02.2014,"1 542,6800","25,3200","1 653,9500","849,5700"
1479,27.02.2014,"1 541,7800","25,0000","1 655,6900","846,8300"
1480,26.02.2014,"1 524,0000","25,2100","1 638,6400","843,9000"
1481,25.02.2014,"1 521,9000","24,8200","1 631,5000","843,7200"
1482,22.02.2014,"1 515,2000","24,7700","1 627,9200","845,5100"
1483,21.02.2014,"1 510,7300","25,0100","1 624,8600","842,9000"
1484,20.02.2014,"1 508,7900","24,4500","1 622,3400","844,3500"
1485,19.02.2014,"1 488,6900","24,5300","1 611,0500","830,4500"
1486,18.02.2014,"1 496,2800","23,8000","1 607,9900","831,6400"
1487,15.02.2014,"1 483,1900","22,9800","1 611,8400","831,9900"
1488,14.02.2014,"1 446,1200","22,6400","1 563,5300","813,7100"
1489,13.02.2014,"1 437,7200","22,5400","1 555,6200","806,8700"
1490,12.02.2014,"1 435,0500","22,6000","1 556,1500","806,6000"
1491,11.02.2014,"1 423,3600","22,2100","1 552,4500","800,2600"
1492,08.02.2014,"1 401,8200","22,4100","1 540,8900","794,3700"
1493,07.02.2014,"1 405,1800","21,9200","1 539,7300","793,8700"
1494,06.02.2014,"1 412,8200","21,7400","1 553,3200","799,1400"
1495,05.02.2014,"1 428,1100","21,9600","1 573,9900","801,2400"
1496,04.02.2014,"1 412,0600","21,8700","1 570,0900","802,0400"
1497,01.02.2014,"1 409,8700","21,9500","1 564,2600","798,5300"
1498,31.01.2014,"1 420,9600","22,3000","1 583,0000","810,7700"
1499,30.01.2014,"1 394,3200","21,9100","1 561,2900","796,7600"
1500,29.01.2014,"1 395,4200","22,0800","1 580,7700","804,8600"
1501,28.01.2014,"1 417,2300","22,5300","1 594,6600","816,8600"
1502,25.01.2014,"1 387,0400","22,1500","1 597,1500","818,4000"
1503,24.01.2014,"1 361,4600","21,7400","1 588,7800","817,3700"
1504,23.01.2014,"1 349,7000","21,8100","1 577,8300","810,1500"
1505,22.01.2014,"1 356,5700","22,0600","1 582,9800","811,0600"
1506,21.01.2014,"1 357,1900","21,6400","1 585,6900","809,0700"
1507,18.01.2014,"1 334,0000","21,5000","1 542,5300","798,6800"
1508,17.01.2014,"1 328,6500","21,5700","1 522,7600","792,5200"
1509,16.01.2014,"1 327,6600","21,7400","1 517,4800","786,6200"
1510,15.01.2014,"1 334,4700","21,4700","1 527,0900","786,5200"
1511,14.01.2014,"1 326,8000","21,0800","1 526,9900","787,9900"
1512,11.01.2014,"1 315,5500","20,8600","1 517,0600","785,7600"
1513,10.01.2014,"1 306,8500","20,8100","1 507,2500","785,6000"
1514,01.01.2014,"1 261,5800","20,6300","1 425,9000","746,5500"
1515,31.12.2013,"1 264,3000","20,9600","1 434,2400","745,0100"
1516,28.12.2013,"1 268,5300","20,3500","1 434,0100","740,6100"
1517,27.12.2013,"1 256,8000","20,3800","1 393,8800","731,0800"
1518,26.12.2013,"1 255,9400","20,3600","1 392,9200","730,5800"
1519,25.12.2013,"1 255,1600","20,3200","1 392,0600","730,1200"
1520,24.12.2013,"1 263,5800","20,4800","1 416,4000","742,6300"
1521,21.12.2013,"1 267,0900","20,5100","1 404,9300","740,1100"
1522,20.12.2013,"1 276,9100","21,1300","1 406,9500","737,3800"
1523,19.12.2013,"1 306,0800","21,2000","1 435,0200","750,8700"
1524,18.12.2013,"1 307,3000","20,6000","1 438,0600","758,6500"
1525,17.12.2013,"1 299,1600","20,6600","1 433,8900","756,5700"
1526,14.12.2013,"1 292,0500","20,9200","1 443,4200","765,0300"
1527,13.12.2013,"1 309,4000","21,4700","1 453,1300","772,9000"
1528,12.12.2013,"1 320,9500","21,1000","1 458,5500","774,5200"
1529,11.12.2013,"1 313,0900","20,5500","1 455,6500","777,8900"
1530,10.12.2013,"1 294,6500","20,5400","1 434,2800","772,4700"
1531,07.12.2013,"1 303,8700","20,6200","1 443,9800","778,6700"
1532,06.12.2013,"1 313,7600","20,2800","1 457,4900","772,9300"
1533,05.12.2013,"1 297,2300","20,5000","1 446,9500","763,5800"
1534,04.12.2013,"1 302,9700","21,1100","1 437,6500","761,0400"
1535,03.12.2013,"1 318,8500","21,2400","1 453,6700","764,1300"
1536,30.11.2013,"1 328,8500","21,0900","1 458,7700","770,4700"
1537,29.11.2013,"1 322,7800","21,2800","1 449,8100","764,8500"
1538,28.11.2013,"1 327,1800","21,3400","1 468,5700","768,2400"
1539,27.11.2013,"1 326,5300","20,9000","1 469,9700","765,7400"
1540,26.11.2013,"1 297,8800","21,0000","1 455,1400","751,2800"
1541,23.11.2013,"1 313,6900","21,1300","1 476,8800","760,6600"
1542,22.11.2013,"1 325,3500","21,4900","1 486,1700","762,1900"
1543,21.11.2013,"1 338,4700","21,5200","1 484,2600","755,8200"
1544,20.11.2013,"1 333,8600","21,6400","1 484,5700","751,7200"
1545,19.11.2013,"1 343,8400","21,6100","1 502,4700","760,1300"
1546,16.11.2013,"1 346,7500","21,8300","1 516,1700","772,2700"
1547,15.11.2013,"1 348,6000","21,7500","1 523,8400","775,5800"
1548,14.11.2013,"1 346,3500","22,2600","1 515,1700","781,8600"
1549,13.11.2013,"1 351,1800","22,5700","1 510,4600","790,0400"
1550,12.11.2013,"1 348,0800","22,7900","1 505,8600","791,7900"
1551,09.11.2013,"1 369,7900","22,7600","1 525,7100","795,2900"
1552,08.11.2013,"1 370,0200","22,8400","1 526,1800","790,1600"
1553,07.11.2013,"1 374,0600","22,5400","1 523,2600","789,8000"
1554,06.11.2013,"1 363,8400","22,7300","1 508,1500","772,8000"
1555,02.11.2013,"1 360,2900","22,9700","1 506,4300","763,5600"
1556,01.11.2013,"1 375,4400","23,4500","1 507,7000","765,2000"
1557,31.10.2013,"1 391,0600","23,0000","1 512,1700","768,9700"
1558,30.10.2013,"1 383,1600","23,1500","1 501,5300","763,0900"
1559,29.10.2013,"1 381,7700","22,8600","1 492,2300","758,9000"
1560,26.10.2013,"1 366,5100","23,0900","1 469,6300","754,6700"
1561,25.10.2013,"1 360,2400","22,9300","1 466,8700","760,4100"
1562,24.10.2013,"1 360,4800","22,5100","1 465,6100","759,3400"
1563,23.10.2013,"1 346,8000","22,6800","1 463,0800","764,9100"
1564,22.10.2013,"1 349,7600","22,4300","1 475,9100","764,1100"
1565,19.10.2013,"1 348,4400","22,2400","1 466,1800","755,6200"
1566,18.10.2013,"1 349,6500","21,9900","1 456,4000","738,5200"
1567,17.10.2013,"1 325,6200","21,2500","1 435,2900","731,1300"
1568,16.10.2013,"1 302,4900","22,3300","1 419,2000","733,4600"
1569,15.10.2013,"1 323,7000","22,3200","1 426,4000","741,7300"
1570,12.10.2013,"1 331,6300","22,7100","1 432,3500","733,2600"
1571,11.10.2013,"1 350,2900","22,9900","1 438,7100","730,2800"
1572,10.10.2013,"1 362,4800","23,2000","1 455,6000","738,7300"
1573,09.10.2013,"1 371,7500","22,6100","1 461,0500","736,2400"
1574,08.10.2013,"1 361,1400","22,4800","1 437,9700","723,6600"
1575,05.10.2013,"1 358,1800","22,2600","1 419,0700","725,5300"
1576,04.10.2013,"1 351,9900","21,8300","1 431,5200","740,5500"
1577,03.10.2013,"1 343,4300","22,5300","1 435,0700","740,3800"
1578,02.10.2013,"1 383,3500","22,5100","1 460,9700","753,8500"
1579,01.10.2013,"1 395,0300","22,5700","1 485,1100","762,4000"
1580,28.09.2013,"1 374,2500","22,8500","1 467,3200","748,7400"
1581,27.09.2013,"1 378,3400","22,4300","1 481,2700","749,9400"
1582,26.09.2013,"1 355,5100","22,0100","1 468,2000","738,2100"
1583,25.09.2013,"1 346,6900","22,1800","1 455,6300","729,3500"
1584,24.09.2013,"1 356,0500","23,3300","1 469,1600","737,6600"
1585,21.09.2013,"1 382,6600","23,4700","1 482,3900","738,6400"
1586,20.09.2013,"1 384,7900","21,8100","1 498,0300","729,2100"
1587,19.09.2013,"1 347,4500","22,7800","1 477,3000","725,6900"
1588,18.09.2013,"1 368,9300","22,7400","1 499,6100","733,7000"
1589,17.09.2013,"1 364,9300","22,5500","1 508,4600","731,9100"
1590,14.09.2013,"1 377,1100","23,8600","1 507,3700","726,3200"
1591,13.09.2013,"1 407,8800","24,0700","1 534,7300","720,6200"
1592,12.09.2013,"1 446,8700","24,7100","1 570,6000","743,9700"
1593,11.09.2013,"1 459,3700","25,1300","1 569,9100","732,3400"
1594,10.09.2013,"1 484,9600","24,7000","1 601,7400","745,6900"
1595,07.09.2013,"1 470,7600","25,2800","1 591,9600","738,4700"
1596,06.09.2013,"1 494,0700","25,4500","1 604,9100","743,9500"
1597,05.09.2013,"1 510,3600","26,0500","1 645,1200","770,3800"
1598,04.09.2013,"1 492,6000","25,7200","1 633,9500","771,3800"
1599,03.09.2013,"1 487,3600","25,2700","1 632,4900","776,1500"
1600,31.08.2013,"1 488,7500","25,7700","1 615,1500","781,3900"
1601,30.08.2013,"1 500,0600","26,3900","1 623,5300","788,3000"
1602,29.08.2013,"1 520,6600","25,9100","1 635,3300","796,8700"
1603,28.08.2013,"1 502,5900","24,5600","1 648,4800","795,4900"
1604,27.08.2013,"1 459,5600","24,4300","1 629,6200","796,8000"
1605,24.08.2013,"1 460,7500","24,5200","1 635,5700","800,2500"
1606,23.08.2013,"1 462,4700","24,4800","1 620,9400","800,3300"
1607,22.08.2013,"1 441,7700","24,2500","1 601,8500","787,6800"
1608,21.08.2013,"1 449,0500","24,6500","1 596,7900","791,5000"
1609,20.08.2013,"1 455,6800","24,1700","1 603,6100","800,2100"
1610,17.08.2013,"1 441,1900","23,3000","1 607,7300","798,5700"
1611,16.08.2013,"1 421,1900","22,8100","1 611,6400","795,7400"
1612,15.08.2013,"1 410,6700","22,8800","1 589,5000","784,6200"
1613,14.08.2013,"1 417,1700","22,1300","1 598,8300","787,2000"
1614,13.08.2013,"1 401,9400","21,4800","1 584,0900","784,6400"
1615,10.08.2013,"1 379,2500","20,8400","1 571,0000","779,6900"
1616,09.08.2013,"1 363,7900","20,4100","1 533,5000","770,9900"
1617,08.08.2013,"1 352,6500","20,9800","1 506,9500","763,5500"
1618,07.08.2013,"1 368,2400","20,9300","1 528,1600","769,9000"
1619,06.08.2013,"1 385,9300","20,5700","1 536,0400","774,8900"
1620,03.08.2013,"1 368,1900","20,9800","1 517,4300","776,8100"
1621,02.08.2013,"1 403,3600","21,1400","1 522,3600","771,7800"
1622,01.08.2013,"1 414,1000","20,9000","1 531,4500","782,7200"
1623,31.07.2013,"1 398,2000","21,2500","1 518,4800","779,3300"
1624,30.07.2013,"1 405,7100","21,1500","1 508,4400","764,7800"
1625,27.07.2013,"1 393,2200","20,9000","1 508,9000","777,5400"
1626,26.07.2013,"1 372,4900","21,3400","1 504,3000","774,1200"
1627,25.07.2013,"1 393,5400","20,9900","1 502,7300","766,4500"
1628,24.07.2013,"1 378,2400","20,7200","1 491,7300","764,5600"
1629,23.07.2013,"1 365,2800","20,1800","1 489,2100","776,3000"
1630,20.07.2013,"1 340,8000","20,3200","1 479,4600","775,7000"
1631,19.07.2013,"1 333,0900","20,6600","1 466,6800","759,3800"
1632,18.07.2013,"1 339,9500","20,8200","1 480,5500","761,6600"
1633,17.07.2013,"1 345,4600","20,7400","1 477,2900","760,6200"
1634,16.07.2013,"1 343,8000","20,6200","1 480,9400","761,4400"
1635,13.07.2013,"1 338,1000","20,8300","1 467,1900","752,4900"
1636,12.07.2013,"1 341,8200","20,2900","1 467,8100","758,5200"
1637,11.07.2013,"1 325,0300","20,2100","1 443,2700","739,6300"
1638,10.07.2013,"1 331,7300","20,3800","1 455,1200","746,7000"
1639,09.07.2013,"1 312,8700","20,7000","1 430,1800","727,4100"
1640,06.07.2013,"1 316,8200","20,9000","1 421,7700","718,9000"
1641,05.07.2013,"1 332,1300","20,8400","1 431,8200","724,9700"
1642,04.07.2013,"1 330,8000","20,9600","1 454,7000","728,4200"
1643,03.07.2013,"1 335,4900","20,5900","1 461,8100","726,6700"
1644,02.07.2013,"1 313,3900","19,9200","1 425,8800","715,0500"
1645,29.06.2013,"1 265,3600","19,5700","1 393,3900","680,4000"
1646,28.06.2013,"1 302,2300","19,7300","1 398,4200","680,7100"
1647,27.06.2013,"1 299,5000","20,9000","1 398,8900","686,2300"
1648,26.06.2013,"1 351,5400","20,6700","1 420,9500","704,6900"
1649,25.06.2013,"1 357,7700","21,0200","1 438,4500","708,9100"
1650,22.06.2013,"1 358,2700","21,3100","1 434,8600","710,5900"
1651,21.06.2013,"1 370,3200","22,7300","1 472,0400","716,0400"
1652,20.06.2013,"1 410,6500","22,5100","1 486,0300","732,1700"
1653,19.06.2013,"1 413,0200","22,4200","1 463,7600","720,6000"
1654,18.06.2013,"1 411,6400","22,0900","1 474,7900","743,5100"
1655,15.06.2013,"1 410,7800","22,3200","1 482,6100","748,4600"
1656,14.06.2013,"1 441,6600","22,6500","1 522,5200","777,9000"
1657,12.06.2013,"1 426,3700","22,7200","1 555,0000","792,6000"
1658,11.06.2013,"1 430,8000","23,4900","1 547,4600","783,6000"
1659,08.06.2013,"1 461,5100","23,4500","1 592,1100","787,7600"
1660,07.06.2013,"1 446,0700","23,1100","1 558,1800","780,1200"
1661,06.06.2013,"1 435,9300","23,1500","1 539,2600","776,3100"
1662,05.06.2013,"1 438,2700","22,9600","1 523,9900","768,6500"
1663,04.06.2013,"1 439,2000","23,2600","1 510,5500","771,7600"
1664,01.06.2013,"1 441,7300","23,1900","1 503,8400","771,8600"
1665,31.05.2013,"1 428,2100","22,7100","1 484,8300","763,7500"
1666,30.05.2013,"1 403,0500","22,6600","1 478,5500","760,0500"
1667,29.05.2013,"1 391,1900","22,5800","1 460,8000","739,4800"
1668,28.05.2013,"1 399,1400","22,5200","1 464,3100","733,6600"
1669,25.05.2013,"1 394,7300","22,6200","1 469,9900","742,0400"
1670,24.05.2013,"1 402,3800","22,8900","1 475,2300","744,7000"
1671,23.05.2013,"1 390,7900","22,5300","1 470,8600","755,0100"
1672,22.05.2013,"1 382,0100","21,7100","1 471,4700","743,7500"
1673,21.05.2013,"1 364,0700","22,6900","1 463,0700","741,6100"
1674,18.05.2013,"1 389,5700","22,4700","1 485,7100","742,8500"
1675,17.05.2013,"1 390,8600","23,1000","1 484,8000","727,2500"
1676,16.05.2013,"1 426,9900","23,6800","1 510,6000","729,5300"
1677,15.05.2013,"1 444,5500","23,7900","1 512,4300","726,0500"
1678,14.05.2013,"1 442,3500","23,5800","1 500,1100","710,2100"
1679,09.05.2013,"1 453,0400","23,7300","1 488,0100","685,5500"
1680,08.05.2013,"1 461,8400","24,2300","1 488,8200","690,4500"
1681,07.05.2013,"1 468,3200","24,2300","1 500,0500","693,5600"
1682,01.05.2013,"1 469,9000","24,2200","1 510,0700","697,6500"
1683,30.04.2013,"1 479,7100","24,1400","1 500,3200","687,3500"
1684,27.04.2013,"1 467,7100","23,3900","1 482,5100","680,5300"
1685,26.04.2013,"1 456,4200","23,0700","1 454,9100","680,6400"
1686,25.04.2013,"1 446,8600","23,3700","1 451,4300","690,6700"
1687,24.04.2013,"1 441,7600","24,0100","1 440,4900","681,5900"
1688,23.04.2013,"1 446,2100","24,0100","1 451,2800","686,0600"
1689,20.04.2013,"1 430,2300","23,7800","1 455,5200","686,7900"
1690,19.04.2013,"1 424,4700","23,7700","1 458,1200","685,2100"
1691,18.04.2013,"1 384,7000","23,5700","1 445,9500","678,7900"
1692,17.04.2013,"1 393,4000","23,8000","1 448,0100","679,5100"
1693,16.04.2013,"1 425,1800","27,5800","1 458,3900","677,3600"
1694,13.04.2013,"1 539,4000","27,4200","1 515,5400","717,0000"
1695,12.04.2013,"1 544,6400","27,5400","1 514,1100","712,8700"
1696,11.04.2013,"1 576,4200","27,1600","1 535,0500","713,7000"
1697,10.04.2013,"1 577,8100","27,3600","1 549,2200","736,4800"
1698,09.04.2013,"1 603,1600","27,4100","1 563,2600","743,0100"
1699,06.04.2013,"1 578,5700","27,2500","1 552,3900","740,1100"
1700,05.04.2013,"1 575,8900","27,7300","1 555,2400","762,8300"
1701,04.04.2013,"1 583,0400","28,2200","1 575,4700","768,0500"
1702,03.04.2013,"1 598,4800","28,6500","1 592,7300","774,3600"
1703,02.04.2013,"1 598,5500","28,6500","1 576,2900","770,1400"
1704,30.03.2013,"1 597,2200","28,6200","1 574,9800","769,5000"
1705,29.03.2013,"1 596,9700","28,2300","1 577,5400","761,3600"
1706,28.03.2013,"1 578,7000","28,6100","1 560,8400","752,1400"
1707,27.03.2013,"1 585,4300","28,4600","1 558,3900","749,4100"
1708,26.03.2013,"1 584,4800","28,7400","1 562,4700","752,5600"
1709,23.03.2013,"1 602,6400","28,7500","1 573,3000","750,8500"
1710,22.03.2013,"1 597,8300","28,7000","1 571,2600","753,8500"
1711,21.03.2013,"1 603,2700","28,7000","1 552,0300","737,2100"
1712,20.03.2013,"1 588,3300","28,5500","1 561,0700","749,3200"
1713,19.03.2013,"1 588,5600","28,7100","1 565,2200","758,2800"
1714,16.03.2013,"1 573,5900","28,2900","1 571,3600","763,4600"
1715,15.03.2013,"1 568,3600","28,8100","1 568,3600","754,9900"
1716,14.03.2013,"1 571,9200","28,8900","1 571,4300","759,5400"
1717,13.03.2013,"1 564,5100","28,5700","1 575,8800","763,2200"
1718,12.03.2013,"1 559,9600","28,4600","1 580,2300","761,4400"
1719,08.03.2013,"1 563,1900","28,4300","1 580,5000","738,8200"
1720,07.03.2013,"1 549,6000","28,4800","1 569,2900","727,5500"
1721,06.03.2013,"1 563,5100","28,3100","1 560,3000","714,5200"
1722,05.03.2013,"1 561,9400","27,7200","1 559,9600","711,6800"
1723,02.03.2013,"1 546,5100","28,5200","1 541,5800","708,2400"
1724,01.03.2013,"1 560,7600","28,5200","1 565,6700","726,9200"
1725,28.02.2013,"1 583,5100","28,3000","1 586,9500","727,5200"
1726,27.02.2013,"1 570,8200","28,6900","1 565,6600","716,9400"
1727,26.02.2013,"1 553,2400","28,0800","1 586,8900","728,5900"
1728,23.02.2013,"1 542,2100","28,0300","1 579,3000","720,3500"
1729,22.02.2013,"1 524,6400","28,3000","1 563,0300","695,0100"
1730,21.02.2013,"1 547,7500","28,9800","1 622,1400","736,2000"
1731,20.02.2013,"1 562,8800","29,0600","1 641,8200","741,9700"
1732,19.02.2013,"1 560,6000","29,2300","1 633,0000","730,3000"
1733,16.02.2013,"1 577,4100","29,9000","1 639,1300","736,7900"
1734,15.02.2013,"1 589,7600","30,0100","1 669,0500","741,6900"
1735,14.02.2013,"1 593,2000","29,8100","1 663,7700","747,3000"
1736,13.02.2013,"1 592,5500","30,2300","1 641,2900","732,3700"
1737,12.02.2013,"1 612,9900","30,5600","1 660,0100","730,6200"
1738,09.02.2013,"1 618,9700","30,7800","1 662,8400","724,2800"
1739,08.02.2013,"1 618,9700","30,6300","1 671,3800","734,2500"
1740,07.02.2013,"1 608,5900","30,8300","1 666,3900","738,8000"
1741,06.02.2013,"1 625,1100","30,5200","1 644,4800","730,2300"
1742,05.02.2013,"1 601,2000","30,2400","1 632,7100","727,3600"
1743,02.02.2013,"1 605,7500","30,8900","1 612,5000","718,4900"
1744,01.02.2013,"1 615,9600","30,2500","1 621,2700","716,0600"
1745,31.01.2013,"1 608,6200","29,9900","1 627,6900","727,9200"
1746,30.01.2013,"1 609,6700","29,9200","1 620,8100","717,3500"
1747,29.01.2013,"1 602,1400","30,5200","1 633,3200","718,5100"
1748,26.01.2013,"1 613,4100","30,7700","1 630,5600","701,3000"
1749,25.01.2013,"1 626,3900","31,2600","1 636,0900","698,2700"
1750,24.01.2013,"1 644,6800","31,0400","1 646,3800","704,6200"
1751,23.01.2013,"1 643,0600","30,9700","1 636,7500","696,0600"
1752,22.01.2013,"1 644,2300","30,9900","1 627,6700","695,9700"
1753,19.01.2013,"1 641,2600","30,5900","1 644,1800","704,0900"
1754,18.01.2013,"1 642,1000","30,4700","1 645,7600","702,4000"
1755,17.01.2013,"1 638,5100","30,4200","1 619,2500","689,6400"
1756,16.01.2013,"1 635,1700","29,9200","1 650,7400","695,5100"
1757,15.01.2013,"1 622,5600","29,8400","1 595,5600","682,0100"
1758,12.01.2013,"1 623,8900","29,6600","1 581,5700","676,0100"
1759,11.01.2013,"1 623,5100","29,6700","1 574,7000","683,3800"
1760,10.01.2013,"1 627,0200","29,7200","1 555,1400","668,0200"
1761,30.12.2012,"1 618,5600","29,4400","1 491,1200","687,4600"
1762,29.12.2012,"1 619,7800","29,0500","1 494,0500","689,4100"
1763,28.12.2012,"1 622,1100","29,5900","1 507,2100","681,0900"
1764,27.12.2012,"1 636,3900","29,7200","1 518,7700","672,2700"
1765,26.12.2012,"1 635,1900","29,6900","1 517,6500","671,7800"
1766,25.12.2012,"1 646,5200","29,6000","1 528,1700","676,4400"
1767,22.12.2012,"1 627,9000","30,7400","1 530,8600","666,6600"
1768,21.12.2012,"1 648,5500","31,0200","1 570,4200","684,3400"
1769,20.12.2012,"1 656,0400","32,0200","1 579,3900","681,4000"
1770,19.12.2012,"1 693,0700","32,0900","1 603,9100","697,3500"
1771,18.12.2012,"1 671,8600","32,1700","1 584,8000","688,5300"
1772,15.12.2012,"1 673,9000","32,2500","1 591,5100","684,7600"
1773,14.12.2012,"1 667,5000","32,5700","1 591,9800","674,9700"
1774,13.12.2012,"1 692,0500","32,7700","1 620,4200","687,6900"
1775,12.12.2012,"1 690,3500","32,9600","1 600,6300","690,0800"
1776,11.12.2012,"1 695,6000","32,6000","1 605,7800","694,7100"
1777,08.12.2012,"1 689,5500","32,6900","1 586,0100","686,9700"
1778,07.12.2012,"1 682,5100","32,8700","1 570,2100","678,7700"
1779,06.12.2012,"1 687,6700","33,0000","1 577,6700","677,8400"
1780,05.12.2012,"1 700,7400","33,3000","1 588,3900","679,6000"
1781,04.12.2012,"1 703,2500","33,9900","1 585,2700","676,1500"
1782,01.12.2012,"1 712,0000","33,4400","1 601,7900","681,5300"
1783,30.11.2012,"1 721,8900","33,8000","1 613,5600","676,9800"
1784,29.11.2012,"1 743,0900","34,0900","1 605,9200","659,7900"
1785,28.11.2012,"1 738,1200","33,9000","1 610,5400","665,5000"
1786,27.11.2012,"1 742,5600","33,3200","1 600,7000","657,2300"
1787,24.11.2012,"1 736,3700","33,3200","1 582,4700","654,6100"
1788,23.11.2012,"1 732,4800","33,0600","1 583,4900","650,0200"
1789,22.11.2012,"1 744,4200","33,5300","1 587,0800","643,5200"
1790,21.11.2012,"1 752,0000","33,0100","1 590,3400","647,6500"
1791,20.11.2012,"1 754,5100","32,8600","1 589,3200","640,4100"
1792,17.11.2012,"1 743,8100","33,2100","1 588,8000","636,3400"
1793,16.11.2012,"1 756,1000","33,0900","1 603,7800","647,0100"
1794,15.11.2012,"1 759,0500","33,2300","1 625,9400","655,8800"
1795,14.11.2012,"1 758,7400","33,2700","1 609,0900","625,0800"
1796,13.11.2012,"1 763,7500","32,6800","1 592,2800","618,8300"
1797,10.11.2012,"1 754,6300","32,1000","1 584,7600","623,7800"
1798,09.11.2012,"1 737,6700","32,5600","1 561,3700","617,0500"
1799,08.11.2012,"1 741,6200","31,6000","1 573,0400","622,9800"
1800,07.11.2012,"1 714,3800","31,3200","1 568,7000","621,2000"
1801,03.11.2012,"1 723,5300","32,9500","1 568,9100","613,4400"
1802,02.11.2012,"1 737,8300","32,5500","1 586,3100","620,2000"
1803,01.11.2012,"1 732,9600","32,2600","1 579,6300","615,3100"
1804,31.10.2012,"1 736,7300","32,2500","1 568,9900","602,0500"
1805,30.10.2012,"1 730,3700","32,0100","1 561,5800","601,3900"
1806,27.10.2012,"1 724,5200","32,4700","1 569,6700","604,1900"
1807,26.10.2012,"1 723,0700","32,1000","1 589,4500","608,8500"
1808,25.10.2012,"1 719,5100","31,9100","1 579,1100","602,8600"
1809,24.10.2012,"1 717,7500","32,1800","1 588,6900","613,2700"
1810,23.10.2012,"1 714,1800","32,1300","1 608,8400","624,0600"
1811,20.10.2012,"1 714,8600","32,6500","1 617,1300","630,4200"
1812,19.10.2012,"1 726,4200","32,6200","1 645,4300","644,9400"
1813,18.10.2012,"1 730,4900","32,4800","1 635,6900","635,6600"
1814,17.10.2012,"1 728,8900","33,0600","1 632,8600","633,8400"
1815,16.10.2012,"1 745,8800","33,7600","1 641,7100","637,5000"
1816,13.10.2012,"1 759,6300","34,1100","1 670,0100","646,2900"
